poNo,poDate,etaDate,vendor,recDate,status,cutPo,user1,user2,user3,user4,user5,user6,startDate,cancelDate,shipDate,division,shipVia,orderNo,customer,custName,customerPo,parentPoNo,season,grp,category,compType,style,color,podStatus,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size11,size12,size13,size14,size15,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,totalUnit,price,extPrice,uom,warehouse,podEtaDate,cancelReason,cancelReasonDate,cost,extCost,recQty,balQty,soType,unit1,unit2,unit3,unit4,unit5,unit6,unit7,unit8,unit9,unit10,unit11,unit12,unit13,unit14,unit15
316,4/30/2026,,STENUE,1/1/1900,Open,PO,,,,,,,9/3/2026,9/30/2026,,ELEVATOR DISCO,                    ,1359,ANTHROPOLOGIE,ANTHROPOLOGIE,6954481,0,FW26,26-Sep,SKIRTS,Style,EVB3038,BLACK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,13,19,18,10,0,0,0,0,0,0,0,0,0,0,0,60,0,0,,STANFORD,5/28/2026,,,19.5,1170,0,60,NEW,XS / 13,S / 19,M / 18,L / 10,XL / 0,,,,,,,,,,
317,4/30/2026,,INLOOK,1/1/1900,Open,PO,,,,,,,9/3/2026,9/30/2026,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,FW26,26-Sep,TOPS,Style,EVT2029,BLACK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,5,9,10,6,0,0,0,0,0,0,0,0,0,0,0,30,12.25,367.5,                    ,STANFORD,5/28/2026,,,0,0,0,30,                    ,XS / 5,S / 9,M / 10,L / 6,XL / 0,,,,,,,,,,
318,4/30/2026,,STENUE,1/1/1900,Open,PO,P1536,,,,,,9/17/2026,10/7/2026,,ELEVATOR DISCO,                    ,1368,NUULY,NUULY,6990555,0,FW26,26-Sep,SKIRTS,Style,EVB3025,BROWN,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,23,52,48,25,0,0,0,0,0,0,0,0,0,0,0,148,13.3,1968.4,,STANFORD,5/28/2026,,,13.3,1968.4,0,148,NEW,XS / 23,S / 52,M / 48,L / 25,XL / 0,,,,,,,,,,
319,4/30/2026,,STENUE,1/1/1900,Open,PO,P1537,,,,,,9/17/2026,10/7/2026,,ELEVATOR DISCO,                    ,1369,NUULY,NUULY,6990556,0,FW26,26-Sep,SKIRTS,Style,EVB3025,BROWN,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,39,88,81,42,0,0,0,0,0,0,0,0,0,0,0,250,13.3,3325,,STANFORD,5/28/2026,,,13.3,3325,0,250,NEW,XS / 39,S / 88,M / 81,L / 42,XL / 0,,,,,,,,,,
320,4/30/2026,5/28/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/30/2026,5/28/2026,4/30/2026,ELEVATOR DISCO,                    ,1376,LULUS,LULU'S FASHION LOUNGE,225386,0,                    ,LULUS,                    ,Style,FSET8043M,SAGE,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,4,20,107,100,50,17,3,0,0,0,0,0,0,0,0,301,13,3913,,STANFORD,5/28/2026,,,13,3913,0,301,REORDER,XXS / 4,XS / 20,S / 107,M / 100,L / 50,XL / 17,XXL / 3,,,,,,,,
321,4/30/2026,5/28/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/30/2026,5/28/2026,4/30/2026,ELEVATOR DISCO,                    ,1377,LULUS,LULU'S FASHION LOUNGE,225386,0,                    ,LULUS,                    ,Style,SET8142,IVORY BLUE,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,3,22,55,78,26,15,1,0,0,0,0,0,0,0,0,200,0,0,,STANFORD,5/28/2026,,,0,0,0,200,REORDER,XXS / 3,XS / 22,S / 55,M / 78,L / 26,XL / 15,XXL / 1,,,,,,,,
323,4/30/2026,5/28/2026,STENUE,1/1/1900,Open,PO,P1511,,,,,,4/30/2026,5/28/2026,4/30/2026,ELEVATOR DISCO,                    ,1390,BLOOMINGDALES,BLOOMINGDALES,6077847,0,SS26,26-May,DRESSES,Style,CD1061,WHITE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,9,18,15,6,2,0,0,0,0,0,0,0,0,0,0,50,22,1100,,STANFORD,5/28/2026,,,22,1100,0,50,MAJOR,XS / 9,S / 18,M / 15,L / 6,XL / 2,,,,,,,,,,
325,4/30/2026,5/28/2026,STENUE,5/20/2026,Closed,PO,P1513,,,,,,4/30/2026,5/28/2026,4/30/2026,ELEVATOR DISCO,                    ,1390,BLOOMINGDALES,BLOOMINGDALES,6077847,0,SS26,26-May,SKIRTS,Style,CS1002,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,13,21,18,11,7,0,0,0,0,0,0,0,0,0,0,70,14.8,1036,,STANFORD,5/28/2026,,,14.8,1036,70,0,MAJOR,XS / 13,S / 21,M / 18,L / 11,XL / 7,,,,,,,,,,
328,3/12/2026,,INLOOK,5/14/2026,Closed,PO,P1571,,,,,,4/23/2026,5/28/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SWEATERS,Style,FSW5044A,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,11.75,1198.5,                    ,STANFORD,,,,11.75,1198.5,108,-6,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
329,3/13/2026,,STENUE,5/20/2026,Closed,PO,P1467,,,,,,4/30/2026,5/28/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,CT1020,PINK BROWN,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,14,14,7,0,0,0,0,0,0,0,0,0,0,0,42,8.9,373.8,                    ,STANFORD,,,,8.9,373.8,34,8,                    ,XS / 7,S / 14,M / 14,L / 7,XL / 0,,,,,,,,,,
331,3/13/2026,,STENUE,5/27/2026,Closed,PO,P1353,,,,,,4/30/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SHORTS,Style,FSET8080B,BLUE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,5,10,10,5,0,0,0,0,0,0,0,0,0,0,0,30,9,270,                    ,STANFORD,,,,9,270,78,-48,                    ,XS / 5,S / 10,M / 10,L / 5,XL / 0,,,,,,,,,,
332,3/13/2026,,STENUE,5/6/2026,Closed,PO,"P1423, P1531",,,,,,4/3/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1004,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,16,16,8,0,0,0,0,0,0,0,0,0,0,0,48,20.1,964.8,                    ,STANFORD,,,,20.1,964.8,48,0,                    ,XS / 8,S / 16,M / 16,L / 8,XL / 0,,,,,,,,,,
333,1/6/2026,,STENUE,5/20/2026,Closed,PO,P1343,,,,,,4/30/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1013,LIGHT BLUE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,12,24,24,12,0,0,0,0,0,0,0,0,0,0,0,72,18.9,1360.8,                    ,STANFORD,,,,18.9,1360.8,66,6,                    ,XS / 12,S / 24,M / 24,L / 12,XL / 0,,,,,,,,,,
334,3/13/2026,,STENUE,5/20/2026,Closed,PO,P1482,,,,,,4/30/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1032,BLACK WHITE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,16,16,8,0,0,0,0,0,0,0,0,0,0,0,48,19,912,                    ,STANFORD,,,,19,912,48,0,                    ,XS / 8,S / 16,M / 16,L / 8,XL / 0,,,,,,,,,,
336,1/8/2026,,STENUE,5/20/2026,Closed,PO,P1446,,,,,,4/30/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,PANTS,Style,CP1007,BLUE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,12,12,6,0,0,0,0,0,0,0,0,0,0,0,36,14.5,522,                    ,STANFORD,,,,14.5,522,72,-36,                    ,XS / 6,S / 12,M / 12,L / 6,XL / 0,,,,,,,,,,
336,1/8/2026,,STENUE,5/20/2026,Closed,PO,P1446,,,,,,4/30/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,PANTS,Style,CP1007,BLUE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,12,12,6,0,0,0,0,0,0,0,0,0,0,0,36,14.5,522,,STANFORD,,,,14.5,522,72,-36,                    ,XS / 6,S / 12,M / 12,L / 6,XL / 0,,,,,,,,,,
343,1/9/2026,,STENUE,5/27/2026,Closed,PO,P1458,,,,,,4/30/2026,5/28/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SKIRTS,Style,CS1002,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,16,32,32,16,0,0,0,0,0,0,0,0,0,0,0,96,14.8,1420.8,                    ,STANFORD,,,,14.8,1420.8,108,-12,                    ,XS / 16,S / 32,M / 32,L / 16,XL / 0,,,,,,,,,,
344,1/9/2026,5/28/2026,STENUE,5/27/2026,Closed,PO,P1471,,,,,,4/30/2026,5/28/2026,4/30/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SKIRTS,Style,CS1008,LIGHT BLUE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,11.5,1173,                    ,STANFORD,,,,11.5,1173,102,0,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
348,4/30/2026,5/28/2026,STENUE,4/30/2026,Closed,PO,,,,,,,4/30/2026,5/28/2026,4/30/2026,ELEVATOR DISCO,                    ,1669,LULUS,LULU'S FASHION LOUNGE,225903,0,                    ,LULUS,                    ,Style,FRD1226,BLUE,Closed,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,2,41,41,52,17,8,0,0,0,0,0,0,0,0,0,161,14,2254,,STANFORD,5/28/2026,,,14,2254,161,0,NEW,XXS / 2,XS / 41,S / 41,M / 52,L / 17,XL / 8,XXL / 0,,,,,,,,
354,4/30/2026,,STENUE,5/27/2026,Closed,PO,P1583,,,,,,4/15/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1044,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,16.8,1713.6,                    ,STANFORD,,,,16.8,1713.6,108,-6,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
355,3/13/2026,,STENUE,5/27/2026,Closed,PO,P1584,,,,,,4/30/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SHORTS,Style,CP1001,WHITE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,8.5,867,                    ,STANFORD,,,,8.5,867,102,0,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
356,4/30/2026,5/28/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/30/2026,5/28/2026,4/30/2026,ELEVATOR DISCO,                    ,1670,12TH TRIBE,12TH TRIBE,10172,0,                    ,12TH TRIBE,                    ,Style,ET3228VD,NATURAL,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,0,57,96,84,39,24,0,0,0,0,0,0,0,0,0,300,0,0,,STANFORD,5/28/2026,,,0,0,0,300,NEW,XXS / 0,XS / 57,S / 96,M / 84,L / 39,XL / 24,XXL / 0,,,,,,,,
357,3/13/2026,,STENUE,1/1/1900,Open,PO,P1582,,,,,,5/14/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SKIRTS,Style,CP1017,WHITE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,15.5,1581,                    ,STANFORD,,,,15.5,1581,0,102,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
358,3/13/2026,,STENUE,1/1/1900,Open,PO,P1576,,,,,,6/5/2026,6/23/2026,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,FSET8080A,BLUE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,10.7,1091.4,                    ,STANFORD,,,,10.7,1091.4,0,102,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
359,3/13/2026,,STENUE,5/20/2026,Closed,PO,P1587,,,,,,4/30/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,SETD1058A,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,12,1224,                    ,STANFORD,,,,12,1224,102,0,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
360,3/13/2026,,STENUE,5/20/2026,Closed,PO,P1588,,,,,,4/30/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SHORTS,Style,SETD1058B,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,7.8,795.6,                    ,STANFORD,,,,7.8,795.6,102,0,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
361,4/30/2026,,STENUE,1/1/1900,Open,PO,P1260,,,,,,5/7/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1009,CREAM,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,16,16,8,0,0,0,0,0,0,0,0,0,0,0,48,21.9,1051.2,                    ,STANFORD,,,,21.9,1051.2,0,48,                    ,XS / 8,S / 16,M / 16,L / 8,XL / 0,,,,,,,,,,
362,4/30/2026,,STENUE,5/27/2026,Closed,PO,P1416,,,,,,4/30/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1023,BLUE MULTI,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,11,22,22,11,0,0,0,0,0,0,0,0,0,0,0,66,12.1,798.6,                    ,STANFORD,,,,12.1,798.6,114,-48,                    ,XS / 11,S / 22,M / 22,L / 11,XL / 0,,,,,,,,,,
363,1/6/2026,,STENUE,1/1/1900,Open,PO,P1424,,,,,,5/21/2026,5/26/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1055,WHITE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,12,24,24,12,0,0,0,0,0,0,0,0,0,0,0,72,27,1944,                    ,STANFORD,,,,27,1944,0,72,                    ,XS / 12,S / 24,M / 24,L / 12,XL / 0,,,,,,,,,,
364,1/9/2026,,STENUE,5/27/2026,Closed,PO,P1465,,,,,,4/30/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,CT1002,WHITE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,10,20,20,10,0,0,0,0,0,0,0,0,0,0,0,60,8.3,498,                    ,STANFORD,,,,8.3,498,60,0,                    ,XS / 10,S / 20,M / 20,L / 10,XL / 0,,,,,,,,,,
365,3/13/2026,,STENUE,1/1/1900,Open,PO,P1479,,,,,,4/30/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,ESWD5332,PINK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,6,12,12,6,0,0,0,0,0,0,0,0,0,0,0,36,28,1008,                    ,STANFORD,,,,0,0,0,36,                    ,XS / 6,S / 12,M / 12,L / 6,XL / 0,,,,,,,,,,
366,3/12/2026,,STENUE,1/1/1900,Open,PO,P1333,,,,,,4/30/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1017,LIGHT BLUE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,18,1836,                    ,STANFORD,,,,18,1836,0,102,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
367,3/13/2026,,STENUE,5/20/2026,Closed,PO,P1344,,,,,,4/30/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1028,WHITE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,4,8,8,4,0,0,0,0,0,0,0,0,0,0,0,24,14.5,348,                    ,STANFORD,,,,14.5,348,24,0,                    ,XS / 4,S / 8,M / 8,L / 4,XL / 0,,,,,,,,,,
368,3/13/2026,,STENUE,5/28/2026,Closed,PO,P1575,,,,,,5/2/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,CT1028,BLACK WHITE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,12.2,1244.4,                    ,STANFORD,,,,12.2,1244.4,102,0,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
369,3/13/2026,,STENUE,1/1/1900,Closed,PO,P1577,,,,,,5/7/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1012,LIGHT BLUE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,0,0,                    ,STANFORD,,NO PRODUCTION,5/8/2026,0,0,0,102,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
370,4/30/2026,,STENUE,5/28/2026,Open,PO,P1578,,,,,,5/14/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1027,BLUE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,13.3,1356.6,                    ,STANFORD,,,,13.3,1356.6,30,72,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
371,3/13/2026,,STENUE,1/1/1900,Open,PO,P1579,,,,,,5/14/2026,5/23/2026,,ELEVATOR DISCO,MATSON,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1029,WHITE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,20,40,40,20,0,0,0,0,0,0,0,0,0,0,0,120,15.2,1824,                    ,STANFORD,,,,0,0,0,120,                    ,XS / 20,S / 40,M / 40,L / 20,XL / 0,,,,,,,,,,
372,3/13/2026,,STENUE,5/28/2026,Open,PO,P1586,,,,,,5/14/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1031,WHITE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,14.7,1499.4,                    ,STANFORD,,,,14.7,1499.4,30,72,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
373,3/13/2026,,STENUE,1/1/1900,Closed,PO,P1580,,,,,,4/15/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1033,WHITE BLACK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,0,0,                    ,STANFORD,,DUE TO EXTENSION,4/30/2026,0,0,0,102,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
374,4/30/2026,,STENUE,1/1/1900,Open,PO,P1420,,,,,,5/7/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1042,PINK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,11,22,22,11,0,0,0,0,0,0,0,0,0,0,0,66,15.2,1003.2,                    ,STANFORD,,,,15.2,1003.2,0,66,                    ,XS / 11,S / 22,M / 22,L / 11,XL / 0,,,,,,,,,,
375,3/13/2026,,STENUE,5/28/2026,Open,PO,P1438,,,,,,5/14/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,PANTS,Style,CP1030,BLUE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,0,0,                    ,STANFORD,,,,0,0,42,60,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
376,3/13/2026,,STENUE,1/1/1900,Open,PO,P1585,,,,,,5/15/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,CT1016,WHITE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,13.5,1377,                    ,STANFORD,,,,13.5,1377,0,102,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
377,3/13/2026,,STENUE,1/1/1900,Open,PO,P1581,,,,,,5/15/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,CT1025,WHITE LIGHT BLUE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,12,1224,                    ,STANFORD,,,,0,0,0,102,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
378,1/7/2026,,STENUE,5/28/2026,Open,PO,P1425,,,,,,5/9/2026,5/23/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SWEATERS,Style,CD1056,PINK,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,37,74,74,37,0,0,0,0,0,0,0,0,0,0,0,222,13.5,2997,                    ,STANFORD,,,,13.5,2997,6,216,                    ,XS / 37,S / 74,M / 74,L / 37,XL / 0,,,,,,,,,,
379,3/13/2026,,STENUE,5/28/2026,Open,PO,P1444,,,,,,5/7/2026,5/28/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,CT1026,WHITE,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,34,34,17,0,0,0,0,0,0,0,0,0,0,0,102,11.5,1173,                    ,STANFORD,,,,10.7,1091.4,48,54,                    ,XS / 17,S / 34,M / 34,L / 17,XL / 0,,,,,,,,,,
